customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment
6114,48,87828.76184653472,24,169.65888969691596,5.425548205189401,26.403799999492037,0.20268835173324673,0.15800798165468263,28.29004584869795,0.0,UPI,Urban,Regular
15909,23,14063.73052750162,37,113.02001156007168,9.182753997278049,11.09915957807515,0.12839346591595446,0.19216179465601088,35.91086296985719,1.0,UPI,Urban,Loyal
822,47,21966.24387562728,72,351.9684860339788,7.124360164948196,43.32260989025504,0.09523837818927978,0.23100389850731468,,2.0,Card,Urban,High_Value
15119,58,25274.15767196804,67,68.66444360114295,3.6632188228598594,14.724688291387626,0.36186429408022114,0.13342362063022578,34.17680147894437,3.0,Card,Semi-Urban,Regular
13467,34,46089.689079840406,39,65.06560236346932,7.554193616450225,7.606281232440693,0.5338237776919375,0.06327772657154608,53.237433975688184,3.0,UPI,Urban,Loyal
26498,49,63911.663053202356,44,123.24424188920271,1.8693501153657033,42.9519706323796,0.488883905415215,,37.33113073876215,2.0,Card,Urban,Regular
42112,60,55489.320828378826,27,611.6986437203226,2.0993782608446274,197.3617262042825,0.07147568305406725,0.20620835873740032,29.064735042274883,2.0,Card,Urban,Occasional
30189,40,66451.79872901597,13,402.09746729861206,2.2600110962085003,123.34236155400347,0.32652971312115137,0.011890976482034915,94.07583858896058,1.0,UPI,Rural,Occasional
37238,39,47551.14999142703,44,192.82457934755763,4.623369217940315,34.28986642605409,0.012161946485502046,0.14351899915515506,59.63275492439216,2.0,UPI,Rural,Loyal
33110,44,27956.062789899934,11,304.232888490501,3.6777956637130464,65.03766097577103,0.19220585225992104,0.06436136514297126,95.07404190720868,1.0,Card,Semi-Urban,Occasional
36481,65,58616.686525090496,71,280.3424720217072,6.460431937638391,37.577244101291264,0.3631068494445587,0.26030094828730904,18.502754756015616,1.0,UPI,Rural,Loyal
24149,57,32306.238854666677,64,417.9870956600899,7.526950775747455,49.01952722055558,0.5443586954070075,0.15018465400346903,,,UPI,Urban,Loyal
5504,62,28653.643279326854,56,287.60395180073635,1.270382735561504,126.67641772285018,0.4590315463262313,0.12029554034155668,10.95747419210794,0.0,UPI,Rural,Occasional
3919,61,33728.6272961248,24,195.80398474053084,10.72984127969953,16.692807692070197,0.2914047968896354,0.13188322023142382,88.57640631715859,1.0,Card,Urban,Regular
38479,35,65020.58790094697,52,427.68801738949406,,93.30131814921826,0.3855687689843016,0.18890054787349772,111.36450602546068,,UPI,Rural,Regular
21124,23,43354.86189018525,57,192.23741583937093,2.0195431646197757,63.6644039707171,0.376510375585614,,88.91465155865097,1.0,Card,Urban,Regular
49718,22,41713.28257557958,46,461.44081994252264,2.86764680110163,119.30790055883321,0.704089878184934,0.13871248276534817,8.839599129554799,1.0,Card,Rural,Occasional
42295,64,51542.367334926435,58,565.5844007163342,4.875937010134404,96.25433352005884,0.4079071506065329,0.31183491148185644,41.07095678684153,0.0,UPI,Urban,High_Value
47610,22,,36,393.0730035589385,5.702008124602258,58.65003387805743,0.1064153022670934,0.04070177109962997,36.94443473354206,5.0,UPI,Urban,Occasional
11077,54,61787.162306231796,5,820.3282768661252,1.9872338312083957,274.61133718289676,0.1067450028964283,0.1602156215569353,101.53672579598354,5.0,Card,Urban,Occasional
41515,50,28019.52419494588,14,345.43080371099296,1.4649305429091286,140.13814900573752,0.45288315009054564,0.08901704528438664,14.250456460811032,0.0,Card,Rural,Occasional
22063,44,46057.382966982215,10,233.50716973942056,2.3087125537066386,70.57342272837523,0.35941525548229236,0.07525659908980774,88.77780323348199,4.0,Card,Semi-Urban,Occasional
9414,56,22224.128794867025,14,248.53696732467932,4.4879976161922865,45.287367944798895,0.30942203976150506,0.2844492652427327,23.78081517276051,2.0,Card,Rural,Occasional
38341,52,12442.29246563599,25,245.38290616047988,3.459200403569683,55.02845442067275,0.09342032602612288,0.16363627057066937,68.99512746377266,3.0,UPI,Semi-Urban,Occasional
30264,24,98972.39668305204,37,681.2539076381722,1.4339299903781146,279.8987277084081,0.2800170698563339,0.10664091146570526,212.54799132452032,1.0,Card,Urban,Occasional
41253,56,46652.17633819909,31,117.74169663606719,2.6333118896729664,32.406162809949436,0.14484533640076072,0.41150824404366254,96.80563390751814,2.0,Card,Semi-Urban,Occasional
14645,40,60447.922423407945,47,541.6772715445496,4.963247568509555,90.83595227624193,0.46192239938187657,,,0.0,Wallet,Rural,Loyal
26336,49,17672.343202541597,33,138.89775111924004,3.4562582376373285,31.169143194197492,0.27462627937090045,0.15336357108517004,58.30555786542695,1.0,Card,Semi-Urban,Regular
28103,33,46440.125933162344,29,,3.3626552491196593,90.41928149586919,0.19148607846651608,0.0274334657615861,14.671534306988018,0.0,Card,Rural,Occasional
17524,35,36721.954951798914,18,222.56374025734183,1.5859615171755004,86.0661455242519,0.09791360488107527,0.10380533584581157,61.15071001416995,1.0,Card,Rural,Occasional
24713,41,9359.010556950552,33,166.81050046828128,5.105538797439856,27.321176066922618,0.41670641639852335,0.005182922057790977,,1.0,Card,Urban,Loyal
40486,43,25660.533771657243,69,109.43712277706139,1.1130512953527527,51.79103934568327,0.5203256126238434,0.04041258788068121,53.056504189681235,1.0,Wallet,Urban,Loyal
3851,36,127647.82251000244,52,402.45587974838855,6.530767335514838,53.441550086193814,0.24059867507535618,,67.15342671562321,1.0,Card,Urban,Loyal
40041,59,20412.88049401052,24,492.8164492569316,2.1325989141076858,157.3187193028538,0.44195010873157703,0.0517557083447858,60.460102319207294,2.0,Wallet,Urban,Occasional
15268,65,32909.753785021945,51,204.5086525592421,2.654184166291174,55.96561181720866,0.21287303177649905,0.07585236196701974,,1.0,UPI,Urban,Regular
49147,42,23822.06213211307,36,536.1634453566068,1.8319782146155121,189.32470687434287,0.3919262475480155,0.09502620418570903,28.91046293980853,0.0,Card,Rural,Occasional
30002,19,19933.394127315263,64,434.0920702443514,1.4318665290989157,178.5016015682392,0.07869179116752228,0.25205249383867956,35.983430172464274,0.0,Card,Rural,Regular
45927,59,32528.289404680243,65,378.94050489126386,4.112401656909597,74.1218179481481,0.3057533379270828,0.18898625115726797,36.74742409628516,4.0,Card,Urban,Occasional
43825,34,49468.00895418616,38,319.83840647302765,7.694671847409998,36.78556385866389,0.09818548252489903,0.12401795368359006,31.004186553759975,2.0,UPI,Urban,High_Value
17241,27,75759.9568064963,17,206.82302899399642,3.8516677231601535,42.629264985872,0.1603333913479536,0.06466321992788665,63.21256346946773,1.0,Card,Rural,Regular
4893,64,13170.050519686658,30,293.5718975594074,3.6149514640232807,63.61321453714132,0.1899085292600373,0.025124845332869374,51.70965930031585,1.0,UPI,Semi-Urban,Occasional
726,61,37619.03948705529,34,387.5954887090319,10.648589969256166,33.27402627545506,0.1670356229418771,0.4076561891534512,50.60495271278017,0.0,Card,Urban,Regular
22950,43,58473.78135563714,2,278.4305275478671,3.9500708966741405,56.24778581150006,0.2648688297230835,0.24421491317597793,41.816904449698455,2.0,Card,Rural,Regular
34658,46,33703.88501053435,62,259.05212647354637,3.2076375390742524,61.567120282547435,0.34437795349769734,0.24966738003545264,68.85785459457223,2.0,Card,Urban,Regular
37214,21,44516.018238726494,61,172.74283837592668,3.473117171717033,38.617999874485356,0.5820840377353926,0.04559164452600404,48.03531866219137,0.0,Card,Rural,Occasional
20305,63,43110.533116122824,69,,4.426690794850412,59.95922110331352,0.14131266816470942,0.1330604928531666,56.740701629801855,,UPI,Rural,Loyal
15270,64,66632.4410368311,55,489.9894302339456,6.103912843384515,68.97458359025983,0.31727256579436786,0.26180181924151025,69.19348979168463,0.0,UPI,Rural,High_Value
22368,56,18897.43914802858,14,360.21782718607005,9.260879328680172,35.10594127924549,0.42200372323494756,0.13229830270753973,15.327745421205178,1.0,Card,Urban,Regular
42685,61,35736.281629501755,33,142.65832308181677,3.968303413079363,28.713689809334106,0.47411895200610477,0.07400260498531708,7.058120169682335,1.0,UPI,Rural,Occasional
46735,27,44907.07548125623,47,513.096849990603,5.844166268009343,74.9684957814211,0.1915611924653258,0.03608706722839565,64.99145931413474,1.0,Card,Semi-Urban,High_Value
11733,66,64186.837126708815,16,934.362671942561,0.4333270469812514,651.8837929629768,0.13935527794848723,0.20273064097743934,140.17771690793148,1.0,Wallet,Urban,Occasional
18620,43,43211.84476712031,71,605.3654558429834,11.124416559264747,49.92945045099095,0.5666990309748725,0.03246499978847576,17.67856492410207,2.0,Wallet,Semi-Urban,High_Value
48493,42,,6,209.47518493969824,5.0585838622418065,34.57494188455252,0.3445248051463364,0.17028771484382904,48.54806216325175,2.0,Card,Urban,Regular
26804,52,,20,151.91628541669124,6.983811392171232,19.028040362483683,0.30577490405244967,,22.10911346051403,2.0,UPI,Semi-Urban,Regular
44306,45,,72,296.44140092455507,,64.64239457823108,0.49551787399651087,0.1548165540733099,30.69977883568151,,Card,Urban,Regular
47523,56,76130.01108011049,64,438.3461366451294,4.582253421399842,78.52494388103342,0.20004974607165685,0.314945543773529,37.87023060761187,,Card,Urban,High_Value
32208,54,26887.634754633953,8,257.9012297469597,1.3889119888655026,107.95761038875163,0.14396181730672655,0.1248124727573427,11.711468500657016,1.0,Wallet,Urban,Occasional
2531,42,20858.58979262481,65,379.49334479544956,4.312520644732058,71.43376377685392,0.20846451691441287,0.12492198550270188,20.900369169212976,2.0,Card,Semi-Urban,Loyal
17747,62,,59,246.40697624838097,4.846030414348909,42.14945164219166,0.049350299942522824,0.10836863471364024,35.858469276666945,2.0,Card,Urban,Loyal
8271,68,140600.6192106036,44,126.30235548472271,6.563732773813811,16.69841588296067,0.3403117954750731,0.09707047808230586,54.95210854430322,7.0,Card,Urban,Loyal
15080,46,59669.20496629788,49,213.05632518503063,,39.65542002666193,0.1859482716155598,0.07288646811810721,17.45554637703119,1.0,Card,Semi-Urban,Loyal
13625,41,47015.83154803934,1,117.03499675017507,5.676805395542246,17.528591866450565,0.2743033916525443,0.010545740272433643,24.519571829286768,1.0,UPI,Semi-Urban,Regular
30639,58,15197.958543773548,56,511.9714870606766,0.9754761215246013,259.1635917449387,0.6248106620840649,0.3677355315241509,71.73378720036888,1.0,Card,Urban,Regular
30441,33,13540.38690212744,18,418.39754356802354,1.261247495018256,185.02952219506855,0.40912746673557815,0.00041420264893828464,66.21636539556572,1.0,UPI,Urban,Occasional
36057,28,,15,510.5515518574333,4.837726315773393,87.45726062524301,0.2691750194720281,0.07931926635871528,30.314629245910005,2.0,Wallet,Urban,Occasional
42652,43,45846.78409988238,20,704.8125754559932,4.281804884584642,133.44161529197027,0.5582120554384056,0.21061843546732553,32.44905607006855,1.0,Wallet,Rural,Occasional
36804,37,28099.484669807203,40,772.8114050931567,3.723940395853759,163.59465622628505,0.5588188658472536,0.13261177403221977,14.23135867842429,3.0,Card,Semi-Urban,Occasional
48225,58,,46,1025.910192496863,0.4977905617430402,684.949030058628,0.4004160107990877,0.1517531374660341,34.33556407512793,2.0,Wallet,Urban,Occasional
29227,66,35704.74594877222,65,137.74703071448312,2.829400059882732,35.970916739031274,0.1877168543588938,0.007201111057498074,83.05089533180116,1.0,Card,Semi-Urban,Regular
5634,42,26077.19788840461,39,,6.061376172826464,123.74586649002379,0.5947282564008545,0.08046617349361883,17.8497676768433,2.0,Card,Semi-Urban,High_Value
5988,60,,48,456.3529878486906,5.0032871070040725,76.01718520446252,0.4642569118676573,0.24772354899303023,63.25874818936893,1.0,Card,Urban,Loyal
48064,28,13069.220322032012,37,115.75141882219667,4.298422738826264,21.846391752395085,0.4331608836482603,0.26432420421411024,35.057890041893046,1.0,Wallet,Rural,Loyal
1813,55,,14,600.4063020870533,4.192901783164843,115.62057731065583,0.5211268720180154,0.09012910891934718,24.926985256546327,0.0,UPI,Rural,Occasional
27579,69,16115.578185653834,68,365.69412959032684,9.30427681430955,35.489548289549774,0.5302492357391791,0.23923200871796518,73.1497369502743,1.0,Card,Semi-Urban,Loyal
16824,69,71683.05732824159,54,130.1345379216613,6.264525111276306,17.91370198716237,0.03484036550604227,0.13592758000262717,56.044829093428255,2.0,Card,Semi-Urban,Loyal
3929,57,25298.23825579958,46,136.8721938797283,,14.06898719260892,0.37409545158454244,0.16630640024815702,50.00415581499078,0.0,Card,Urban,Loyal
37287,56,9797.78690345391,38,217.21870444488488,4.509736360427903,39.42451874920836,0.4852958786423674,0.08064672267228691,,2.0,UPI,Urban,Loyal
25046,35,35258.97457714636,1,87.91282549818355,9.609097370907929,8.286550912357209,0.04191326971356586,0.2114264286960551,,3.0,UPI,Semi-Urban,Occasional
15728,47,42464.24503518479,35,428.63681601357655,1.5523833169165737,167.9359103989892,0.25280856904012416,0.03612194087093988,39.34290787891741,0.0,Card,Semi-Urban,Occasional
29601,64,55423.61547923353,12,414.53186354532403,4.5623093202850376,74.52513689477477,0.14826035978298197,0.02398102343336067,90.94227849918248,0.0,Card,Urban,Occasional
10431,52,28521.531854159697,33,258.0102611509976,11.125826713635169,21.27774602459657,0.1379151255756879,0.37708073070314696,44.34316058697356,1.0,Card,Urban,Loyal
25769,59,38858.57871310544,59,381.99287972339795,5.7698843237298325,56.42531858106269,0.10394933798628131,,12.77967697320456,1.0,Card,Urban,Loyal
29104,55,39301.768228229135,61,402.1281720612261,6.002079063723227,57.429824542341265,0.11839759261282612,0.20541750018195945,,1.0,Card,Semi-Urban,Loyal
36538,63,25985.414854366307,36,53.00426133040202,6.078720990804755,7.487830273188398,0.36553453373548794,0.2789496437217502,18.473350326967864,3.0,Card,Semi-Urban,Regular
39329,19,63626.36806998843,6,,7.036524447382855,28.303971539712762,0.19686284976583027,0.11064349685511828,28.278650185065807,1.0,UPI,Rural,Regular
35540,26,81942.73403743525,56,321.48334412324834,9.365786038223996,31.013889630537765,0.44810932278790433,0.07787765099684152,45.04999025805117,1.0,Card,Semi-Urban,High_Value
28076,37,22550.46895756255,65,558.7212821559517,,213.02164831220125,0.19735647751411098,0.12017108888880108,31.177073283473963,1.0,UPI,Rural,Occasional
17841,51,99884.72651872566,15,444.56937923846203,4.7753947919766055,76.97644840766114,0.37733881470707087,0.09007344646871547,33.75627834345642,4.0,Card,Urban,Occasional
27803,61,66924.39406819863,8,261.21232942750333,2.751376573269317,69.631060578879,0.2729665759178646,0.07129989988164763,128.6937363814581,0.0,Card,Urban,Occasional
7683,57,55350.88217882504,25,301.4300892862233,2.035740340676202,99.29376542760592,0.1864359092881339,0.018581908042407832,43.887821484805485,1.0,Card,Rural,Occasional
24280,19,82294.11186671557,64,412.3819935190669,20.360981022170623,19.305386446954586,0.07177091910378645,0.002291146225130853,41.07202494578246,1.0,Card,Semi-Urban,High_Value
33071,44,27758.90515369251,66,284.9928707506353,4.62359981170902,50.6780141355801,0.2794667557639633,0.3334033542703954,30.50541142050535,3.0,Wallet,Rural,Loyal
35558,18,56168.446754879915,49,,7.725973584627059,17.276660539820654,0.23462033422451858,0.07848639542471629,,1.0,Card,Semi-Urban,Loyal
37190,68,21136.32232683732,69,301.3977475854486,2.9678561107672294,75.95984813248936,0.3668623640967117,0.17142273191452373,98.17976187192109,2.0,Card,Semi-Urban,Regular
47150,45,51188.94411948208,22,399.64884746734543,2.674096204642034,108.77473675360199,0.21265510502806587,0.12389771082705735,82.21829094578734,1.0,Card,Urban,Occasional
46916,28,32887.118961683,23,196.12235421417637,5.135315964574638,31.96613757899159,0.2983713289439772,0.03952376721616754,15.42409427369156,0.0,Card,Semi-Urban,Regular
9802,56,49117.012672938195,45,276.76208561697916,5.282741581768459,44.05116492776017,0.2877876915660211,0.42487219881475813,59.950169719694046,1.0,Card,Urban,Loyal
38801,26,33208.79425673975,27,409.01286525638545,,100.58550026031423,0.3851080907595974,0.04246052269061991,90.2220723527136,0.0,Wallet,Semi-Urban,Occasional
24670,39,21673.352391694207,65,573.3847120832442,2.1056202125874317,184.62808483769223,0.09728653424759744,0.12127149351295768,80.5603096303174,0.0,Card,Rural,Occasional
44234,39,37933.48983375465,43,25.46812215342357,5.815097596651571,3.7370150305604866,0.23318270878944775,0.18044596959087408,105.585188258247,2.0,UPI,Urban,Loyal
31920,66,40616.927143346875,33,298.9516347999755,3.389721901108337,68.1026364618895,0.25062961384805454,0.13775956959189067,,1.0,Wallet,Urban,Occasional
7135,59,88373.06654578882,22,549.487200698406,5.302936955655051,87.17954892526748,0.1824369994138002,0.034309040966766735,113.75514965180372,1.0,Card,Urban,Occasional
33705,28,,43,431.94379458758164,1.1272660095131843,203.0511429487044,0.28702333461908286,0.24868572470583972,115.01558080115448,2.0,Card,Semi-Urban,Occasional
29661,36,84022.62256083143,58,450.48869885640136,8.031816394741517,49.877973506933095,0.31029643959125097,0.16852960929262462,47.19286328754004,1.0,Wallet,Rural,High_Value
17894,64,38799.991506486855,5,140.29648718500698,2.316636412642656,42.30083425792833,0.05328531603247554,0.25660787769301935,45.12090073716325,2.0,UPI,Rural,Regular
22019,46,12854.845241277775,8,268.8809097084342,6.489584245495744,35.90064560261004,0.10984018039060521,0.09340048658767001,70.54129620208877,1.0,Card,Urban,Occasional
13539,39,47555.26235063995,30,159.53461503523755,2.854646447929687,41.387612895320885,0.23647606450620373,0.06462586265738253,36.26786183125666,3.0,Card,Urban,Occasional
43119,42,17927.26227780402,45,139.33365306502162,2.016421944559053,46.19169851762556,0.49562854465765577,0.10489648670684534,37.29414297001798,2.0,Wallet,Urban,Occasional
36421,49,16352.472726932809,57,234.53111876050198,1.3752686624247186,98.73877531019511,0.2005989415569723,0.02028988164888932,71.56259889356483,,Card,Rural,Occasional
9406,33,27043.018593824676,37,514.3545943593163,4.31860699426836,96.70851689429482,0.17945400516720467,,25.085039468815225,1.0,Card,Rural,Loyal
13414,69,,60,573.561523856806,7.187319556044303,70.05485982691042,0.318364857595209,0.027246011016334063,76.14332327666253,1.0,Card,Urban,High_Value
6721,41,27478.394581004355,66,559.1416710698112,5.001816523345421,93.16207333144946,0.11230878215477048,0.24053363513311615,13.147181246557981,0.0,Card,Urban,High_Value
15602,18,19818.27433377336,56,422.64697935018165,1.5239410173825727,167.45517285839088,0.27104933131623266,0.14896706941408108,,0.0,UPI,Semi-Urban,Occasional
44744,28,19553.408966641757,47,559.6030806378184,3.375125913944784,127.90559440911233,0.6692312340089861,0.026952500505819786,24.54661476423659,0.0,Card,Urban,Occasional
31139,69,23046.92235367303,65,,5.356090156582067,15.089544858213,0.16643251447538338,0.03946539350731815,351.5589586819084,3.0,Card,Urban,Loyal
2730,38,14356.534842747416,65,391.403651090239,1.941364232382298,133.06874639365205,0.4646934632253876,0.43486638490957086,103.48676448878678,,UPI,Urban,Occasional
38243,29,15837.954873435016,45,326.344985142152,1.8739399307551876,113.55316847433134,0.1926973652020981,0.03145255864245489,19.09052394396097,2.0,Wallet,Rural,Occasional
29626,69,34001.027571258564,15,548.2868937904459,7.158395858181667,67.2052329062453,,0.28479573305899386,38.3494244286002,2.0,Card,Urban,Occasional
47895,35,27389.172973139423,68,486.74699170518306,1.6127174016223398,186.2991349171336,0.09621705481311262,0.3197309233041223,59.167488211255346,2.0,Wallet,Rural,Occasional
42091,59,32418.329567530578,34,263.2877065525964,4.66373897936415,46.48655376102005,0.4516362033433703,0.016787379681630858,7.834061553604805,6.0,Card,Semi-Urban,Occasional
36400,31,41898.48843340215,61,263.4372359974367,2.047318264237115,86.448875094242,,0.2464035064102515,12.908640148998739,0.0,Wallet,Urban,Occasional
6245,18,24019.459956776573,34,403.432808335078,24.004923431419527,16.134134921131217,0.02837939793366379,0.03573971446012095,97.75026618199033,,UPI,Semi-Urban,Loyal
5546,32,46562.05905797986,45,715.7213844351538,,141.5212156046387,0.5034925723287889,0.07666696249112973,,1.0,UPI,Urban,Regular
4065,34,40338.45264822573,36,703.3281991860447,4.294350327903471,132.84504341905878,0.287486943427192,0.008432689716872067,78.56505282181996,1.0,Card,Semi-Urban,Occasional
12852,54,64795.37539794715,46,768.2494713246417,3.353255160868021,176.4770138517348,0.18716903178085229,0.1686007923390138,14.315718274906462,3.0,Card,Urban,Occasional
21803,56,40256.68184672702,48,207.04686378722573,3.784253941637992,43.27672951999258,0.318392933469267,0.09621046961062758,4.89239093823905,0.0,UPI,Urban,Regular
41164,41,47523.533596007816,1,429.32098119824826,4.409170479384581,79.36909787452169,,0.36881494322071834,,1.0,Card,Urban,Regular
6233,64,,4,309.61318573409847,5.590857913509524,46.9761584602625,0.2052386861029544,0.04790439243704986,15.02064331575886,2.0,Wallet,Urban,Occasional
3863,19,17542.887062695398,41,838.161780993876,1.6786684167776662,312.9024017097839,0.3852122826302643,0.4798832901740358,73.00476509561861,3.0,Wallet,Urban,Occasional
35095,68,27881.286292461304,72,269.31223738929,0.7352938892462874,155.19690299045763,0.28515721818645295,0.10837081782430283,27.905931894426892,1.0,UPI,Urban,Occasional
40196,34,47850.110249602396,40,239.93286312028076,7.514854489026191,28.178151890851733,0.26885539900940214,0.46357232705459334,54.82637372310317,2.0,UPI,Urban,Loyal
39251,55,53290.544573998435,27,266.88880116476196,6.19292952597095,37.10432588017544,0.10259389136507006,0.08108743877446029,115.48176509760387,3.0,Card,Rural,Occasional
6218,47,76774.39445300553,39,111.29730620637869,4.742544218250278,19.381184014685807,0.3806083943712619,0.18890891367340673,18.826716710224286,0.0,UPI,Urban,Loyal
36776,22,30741.01323088697,22,479.28978574421734,1.3690599834437553,202.31222049831914,0.3591821702697697,0.22835438369955052,,1.0,UPI,Urban,Occasional
42977,33,27707.63574119808,18,1029.4096457601097,1.3904372522178636,430.636547688092,0.35573013679647164,0.03993954769020202,,3.0,UPI,Semi-Urban,Occasional
48468,46,,67,412.876027467619,1.3716510737001666,174.08801490493468,0.04563148333785764,0.16563246398746514,,0.0,Card,Semi-Urban,Loyal
14832,44,,24,203.26377682555201,4.112387340526651,39.759072090303086,,0.24315042691915165,102.07841543230624,1.0,Card,Urban,Occasional
30093,57,41582.96436873999,37,500.12198851317515,6.506627396479363,66.62405926098506,0.11324957588106789,0.060652084206967695,87.86925288471446,3.0,Wallet,Semi-Urban,High_Value
8894,19,20590.160917623165,38,343.3855299759211,1.6320980368701985,130.46076748122854,0.354128092409203,0.4449886133003701,237.10806703828854,0.0,UPI,Urban,Occasional
6021,50,23860.00959975002,14,443.9350703556279,4.198301134849058,85.40002951724311,0.17004164682768755,0.035218233844026656,47.40253287166411,,Card,Urban,Occasional
46089,55,,16,451.8712832681029,15.202609710751547,27.88879639359919,0.2684044615633048,0.2030285294511278,27.36971545935473,3.0,Card,Rural,Occasional
15243,40,17032.841971751885,37,419.0341764008353,4.724615822748808,73.19865461288305,0.3502017918841759,0.11822968202918883,2.8806440182150768,1.0,UPI,Semi-Urban,Loyal
45308,65,14563.15442372073,62,195.49791205048237,1.5368601733777238,77.0629434377477,0.2838628289027202,0.011813636708546536,28.33540368496626,0.0,Card,Rural,Regular
26551,18,46476.04336690779,65,253.14710587274854,8.985325731245403,25.35191266526417,0.18980609173307283,0.14557404799135384,,2.0,UPI,Rural,Loyal
6035,60,39922.96670742514,66,114.00902660306144,5.139727259366092,18.569070218736805,0.4482897264459076,0.13864200114906808,54.265860673516976,1.0,Card,Urban,Loyal
7906,49,47751.80990658476,66,162.86758208709463,2.6360838165594633,44.79203184078503,0.30334244075572114,0.08368264596829561,13.923838031572101,0.0,Wallet,Urban,Occasional
32226,59,39742.41197751655,55,749.8444184987325,6.305788690798885,102.63702527327509,0.14457791145702664,0.3307529868437639,,1.0,UPI,Semi-Urban,High_Value
6018,49,18913.89129301867,68,189.46034715107365,6.389950353780141,25.637566976909397,0.5062172035260507,0.06923804007903572,88.86750304967484,,Card,Rural,Loyal
21880,34,77971.37730387888,25,491.8569386748372,2.460830837146068,142.1210575783129,0.5738571569242006,0.06361200492499555,,1.0,Card,Semi-Urban,Occasional
2792,33,29188.715984040922,46,191.83274177112204,7.445159514891959,22.71511170781908,0.4408803885361348,0.3067416641631931,12.105090047748476,,Card,Rural,Loyal
42606,43,58991.74364372785,69,286.5468768680324,3.7869497478888694,59.86001357010375,0.3217176728271359,0.10569505021561529,58.07790668700579,1.0,Card,Semi-Urban,Regular
5824,48,97999.43422280742,46,204.94778272290372,3.219983318568376,48.5660172686256,0.25297839799581506,0.11834615387557726,50.162470991945305,0.0,Card,Urban,Regular
15388,33,138653.85548974722,53,293.766234400275,1.9021336452342508,101.22422683141565,0.2985501882378139,0.029181248703583677,52.12158945024841,1.0,Card,Urban,Regular
